Direction and Energies,,,,,,,,,
X-axis ,,Y-axis,,inter-layer height ,,Energies (Hartree),,Relative energy (eV),
3.7,,5.9,,3.31,,-213.2876838,,0.35144666,
3.7,,6,,3.33,,-213.287102,,0.367277164,
3.7,,6.1,,3.33,,-213.2866104,,0.380655104,
3.7,,6.2,,3.34,,-213.2862095,,0.391563338,
3.7,,6.3,,3.35,,-213.2859179,,0.399498999,
3.7,,6.4,,3.35,,-213.2857642,,0.40368248,
3.7,,6.5,,3.35,,-213.285729,,0.40463896,
3.7,,6.6,,3.35,,-213.2858121,,0.402379054,
3.7,,6.7,,3.34,,-213.2860128,,0.396915821,
3.7,,6.8,,3.33,,-213.2863043,,0.388984786,
3.7,,6.9,,3.34,,-213.2866954,,0.378341863,
3.7,,7,,3.32,,-213.2871415,,0.366204218,
3.7,,7.1,,3.32,,-213.2876443,,0.352520694,
3.7,,7.2,,3.32,,-213.2881446,,0.338908191,
3.7,,7.3,,3.31,,-213.288631,,0.325672838,
3.7,,7.4,,3.3,,-213.2890687,,0.313760776,
3.7,,7.5,,3.3,,-213.2894389,,0.303687932,
3.7,,7.6,,3.29,,-213.2897277,,0.295828735,
3.7,,7.7,,3.28,,-213.2899016,,0.291097217,
3.7,,7.8,,3.28,,-213.290009,,0.288175529,
3.7,,7.9,,3.29,,-213.2900403,,0.287322179,
3.7,,8,,3.28,,-213.2899998,,0.288425057,
3.8,,0,,3.26,,-213.2866997,,0.378224038,
3.8,,0.1,,3.26,,-213.287709,,0.350761749,
3.8,,0.2,,3.25,,-213.2887276,,0.323044217,
3.8,,0.3,,3.25,,-213.2897367,,0.29558356,
3.8,,0.4,,3.24,,-213.2907369,,0.268367262,
3.8,,0.5,,3.23,,-213.2916971,,0.24223806,
3.8,,0.6,,3.22,,-213.2926001,,0.217666982,
3.8,,0.7,,3.21,,-213.2934295,,0.195097302,
3.8,,0.8,,3.21,,-213.2941685,,0.17498835,
3.8,,0.9,,3.2,,-213.2948184,,0.157303117,
3.8,,1,,3.2,,-213.2953543,,0.142722432,
3.8,,1.1,,3.2,,-213.2957716,,0.131366299,
3.8,,1.2,,3.19,,-213.2960695,,0.123258662,
3.8,,1.3,,3.2,,-213.2962448,,0.118489864,
3.8,,1.4,,3.2,,-213.2963058,,0.116828608,
3.8,,1.5,,3.19,,-213.2962415,,0.118578846,
3.8,,1.6,,3.2,,-213.2961161,,0.12199306,
3.8,,1.7,,3.21,,-213.2958978,,0.12793086,
3.8,,1.8,,3.21,,-213.2956172,,0.135568283,
3.8,,1.9,,3.21,,-213.2952808,,0.144722742,
3.8,,2,,3.21,,-213.2948997,,0.155092735,
3.8,,2.1,,3.23,,-213.2945083,,0.165741916,
3.8,,2.2,,3.23,,-213.294088,,0.17717914,
3.8,,2.3,,3.23,,-213.2936412,,0.189337193,
3.8,,2.4,,3.23,,-213.2931714,,0.202122197,
3.8,,2.5,,3.23,,-213.2926822,,0.215432926,
3.8,,2.6,,3.23,,-213.2921786,,0.229137948,
3.8,,2.7,,3.25,,-213.2916796,,0.242714803,
3.8,,2.8,,3.25,,-213.2911906,,0.256022811,
3.8,,2.9,,3.24,,-213.2907089,,0.269129998,
3.8,,3,,3.25,,-213.2902731,,0.280987638,
3.8,,3.1,,3.26,,-213.2898682,,0.292005806,
3.8,,3.2,,3.25,,-213.2895402,,0.300931417,
3.8,,3.3,,3.25,,-213.2892804,,0.308002027,
3.8,,3.4,,3.25,,-213.2891063,,0.312737627,
3.8,,3.5,,3.26,,-213.2890401,,0.314539566,
3.8,,3.6,,3.26,,-213.289052,,0.314216567,
3.8,,3.7,,3.27,,-213.2891324,,0.312027137,
3.8,,3.8,,3.26,,-213.2893255,,0.306774793,
3.8,,3.9,,3.26,,-213.2895668,,0.300207594,
3.8,,4,,3.25,,-213.2898477,,0.292563367,
3.8,,4.1,,3.25,,-213.2901825,,0.283452446,
3.8,,4.2,,3.25,,-213.2905403,,0.273716479,
3.8,,4.3,,3.26,,-213.290904,,0.263821598,
3.8,,4.4,,3.25,,-213.2912626,,0.25406359,
3.8,,4.5,,3.26,,-213.2915828,,0.245349139,
3.8,,4.6,,3.26,,-213.2918684,,0.237577563,
3.8,,4.7,,3.25,,-213.2921136,,0.230906689,
3.8,,4.8,,3.25,,-213.2922623,,0.226858449,
3.8,,4.9,,3.25,,-213.2923121,,0.225504137,
3.8,,5,,3.26,,-213.2922352,,0.227595605,
3.8,,5.1,,3.25,,-213.2920499,,0.232638694,
3.8,,5.2,,3.25,,-213.2917161,,0.241720771,
3.8,,5.3,,3.26,,-213.2912815,,0.253547662,
3.8,,5.4,,3.27,,-213.2907288,,0.268588491,
3.8,,5.5,,3.28,,-213.2900931,,0.285885962,
3.8,,5.6,,3.29,,-213.2894013,,0.304711897,
3.8,,5.7,,3.3,,-213.2886788,,0.324371589,
3.8,,5.8,,3.32,,-213.2879644,,0.343810597,
3.8,,5.9,,3.32,,-213.2873077,,0.361679779,
3.8,,6,,3.32,,-213.2866911,,0.378459961,
3.8,,6.1,,3.34,,-213.2861931,,0.392010694,
3.8,,6.2,,3.35,,-213.285782,,0.4031973,
3.8,,6.3,,3.34,,-213.2854926,,0.411071735,
3.8,,6.4,,3.36,,-213.2853296,,0.415506377,
3.8,,6.5,,3.36,,-213.2853012,,0.41628163,
3.8,,6.6,,3.36,,-213.285395,,0.413728384,
3.8,,6.7,,3.35,,-213.2856252,,0.40746432,
3.8,,6.8,,3.34,,-213.2859525,,0.398557484,
3.8,,6.9,,3.33,,-213.2863715,,0.387155364,
3.8,,7,,3.33,,-213.2868808,,0.373296053,
3.8,,7.1,,3.33,,-213.2874243,,0.358507746,
3.8,,7.2,,3.31,,-213.2879884,,0.343158067,
3.8,,7.3,,3.3,,-213.2885432,,0.328060911,
3.8,,7.4,,3.31,,-213.2890691,,0.313750979,
3.8,,7.5,,3.3,,-213.2895338,,0.301106114,
3.8,,7.6,,3.29,,-213.2899151,,0.290728775,
3.8,,7.7,,3.29,,-213.2901862,,0.283352852,
3.8,,7.8,,3.29,,-213.2903551,,0.278756303,
3.8,,7.9,,3.29,,-213.2904329,,0.276640072,
3.8,,8,,3.28,,-213.2904569,,0.275987271,
3.9,,0,,3.28,,-213.2850582,,0.422892095,
3.9,,0.1,,3.28,,-213.286169,,0.392666489,
3.9,,0.2,,3.26,,-213.2873099,,0.361621274,
3.9,,0.3,,3.25,,-213.2884539,,0.330490616,
3.9,,0.4,,3.24,,-213.2895764,,0.299947453,
3.9,,0.5,,3.23,,-213.2906555,,0.270581454,
3.9,,0.6,,3.23,,-213.2916752,,0.242836166,
3.9,,0.7,,3.22,,-213.2926193,,0.217143707,
3.9,,0.8,,3.21,,-213.2934694,,0.194011568,
3.9,,0.9,,3.21,,-213.2942108,,0.173838124,
3.9,,1,,3.21,,-213.2948276,,0.157053044,
3.9,,1.1,,3.19,,-213.295321,,0.143628572,
3.9,,1.2,,3.19,,-213.2956875,,0.133653417,
3.9,,1.3,,3.2,,-213.2959266,,0.127147443,
3.9,,1.4,,3.19,,-213.2960096,,0.124890258,
3.9,,1.5,,3.21,,-213.2959958,,0.125265231,
3.9,,1.6,,3.2,,-213.2958767,,0.128506653,
3.9,,1.7,,3.21,,-213.2956701,,0.134126895,
3.9,,1.8,,3.21,,-213.2953842,,0.141908812,
3.9,,1.9,,3.21,,-213.2950354,,0.151399876,
3.9,,2,,3.23,,-213.2946548,,0.161754902,
3.9,,2.1,,3.23,,-213.2942489,,0.17280137,
3.9,,2.2,,3.23,,-213.2938136,,0.184646764,
3.9,,2.3,,3.23,,-213.2933567,,0.197078564,
3.9,,2.4,,3.23,,-213.292885,,0.209913638,
3.9,,2.5,,3.24,,-213.2924213,,0.22253238,
3.9,,2.6,,3.24,,-213.2919493,,0.235376433,
3.9,,2.7,,3.25,,-213.2914815,,0.248106198,
3.9,,2.8,,3.25,,-213.291038,,0.260174998,
3.9,,2.9,,3.24,,-213.290606,,0.271929507,
3.9,,3,,3.25,,-213.2902379,,0.281946295,
3.9,,3.1,,3.26,,-213.2898975,,0.291209056,
3.9,,3.2,,3.25,,-213.2896317,,0.298441574,
3.9,,3.3,,3.25,,-213.2894273,,0.304004128,
3.9,,3.4,,3.25,,-213.2892977,,0.307529637,
3.9,,3.5,,3.26,,-213.2892536,,0.308729116,
3.9,,3.6,,3.26,,-213.2892787,,0.308046654,
3.9,,3.7,,3.25,,-213.2893629,,0.30575491,
3.9,,3.8,,3.26,,-213.2895301,,0.301207068,
3.9,,3.9,,3.25,,-213.2897285,,0.29580751,
3.9,,4,,3.25,,-213.2899788,,0.28899568,
3.9,,4.1,,3.25,,-213.2902591,,0.281367781,
3.9,,4.2,,3.25,,-213.2905579,,0.273238103,
3.9,,4.3,,3.26,,-213.2908659,,0.264858352,
3.9,,4.4,,3.25,,-213.2911634,,0.256762689,
3.9,,4.5,,3.25,,-213.2914437,,0.249134517,
3.9,,4.6,,3.26,,-213.2916836,,0.242607591,
3.9,,4.7,,3.25,,-213.2918811,,0.237232251,
3.9,,4.8,,3.25,,-213.2920012,,0.233962801,
3.9,,4.9,,3.26,,-213.2920279,,0.233238161,
3.9,,5,,3.26,,-213.2919534,,0.235264866,
3.9,,5.1,,3.26,,-213.2917577,,0.240590954,
3.9,,5.2,,3.26,,-213.2914308,,0.249485272,
3.9,,5.3,,3.27,,-213.2909876,,0.261545364,
3.9,,5.4,,3.28,,-213.2904379,,0.276504832,
3.9,,5.5,,3.29,,-213.2898025,,0.293794955,
3.9,,5.6,,3.3,,-213.2891035,,0.312815724,
3.9,,5.7,,3.3,,-213.2883789,,0.332531744,
3.9,,5.8,,3.31,,-213.2876713,,0.351785442,
3.9,,5.9,,3.33,,-213.2870126,,0.36971204,
3.9,,6,,3.33,,-213.2864085,,0.386148814,
3.9,,6.1,,3.35,,-213.2858856,,0.400377111,
3.9,,6.2,,3.34,,-213.2854805,,0.411402354,
3.9,,6.3,,3.35,,-213.2852068,,0.418848481,
3.9,,6.4,,3.35,,-213.2850496,,0.423126113,
3.9,,6.5,,3.35,,-213.285027,,0.423741091,
3.9,,6.6,,3.35,,-213.2851394,,0.420684162,
3.9,,6.7,,3.36,,-213.2853671,,0.41448595,
3.9,,6.8,,3.35,,-213.2857302,,0.404606579,
3.9,,6.9,,3.34,,-213.2861883,,0.39214022,
3.9,,7,,3.34,,-213.2867177,,0.377736682,
3.9,,7.1,,3.32,,-213.2873205,,0.361333106,
3.9,,7.2,,3.31,,-213.2879415,,0.344434554,
3.9,,7.3,,3.3,,-213.2885624,,0.32753954,
3.9,,7.4,,3.29,,-213.2891553,,0.31140454,
3.9,,7.5,,3.29,,-213.2897012,,0.296549021,
3.9,,7.6,,3.28,,-213.2901413,,0.284574372,
3.9,,7.7,,3.29,,-213.2904784,,0.275400865,
3.9,,7.8,,3.27,,-213.2907235,,0.268731895,
3.9,,7.9,,3.27,,-213.2908653,,0.264874679,
3.9,,8,,3.28,,-213.2909027,,0.263856156,
4,,0,,3.3,,-213.2834516,,0.466609658,
4,,0.1,,3.3,,-213.2846425,,0.434203874,
4,,0.2,,3.28,,-213.285896,,0.400096017,
4,,0.3,,3.26,,-213.2871384,,0.366287213,
4,,0.4,,3.25,,-213.2883728,,0.332696917,
4,,0.5,,3.24,,-213.2895643,,0.300275622,
4,,0.6,,3.23,,-213.2906924,,0.269577081,
4,,0.7,,3.22,,-213.2917385,,0.241111508,
4,,0.8,,3.22,,-213.2926976,,0.215012782,
4,,0.9,,3.21,,-213.2935362,,0.192194662,
4,,1,,3.21,,-213.2942496,,0.172781505,
4,,1.1,,3.21,,-213.2948209,,0.157236449,
4,,1.2,,3.2,,-213.295259,,0.145314046,
4,,1.3,,3.2,,-213.2955469,,0.137481789,
4,,1.4,,3.21,,-213.2956849,,0.133724983,
4,,1.5,,3.2,,-213.2957086,,0.133080889,
4,,1.6,,3.2,,-213.2956045,,0.13591414,
4,,1.7,,3.21,,-213.2954203,,0.140925664,
4,,1.8,,3.21,,-213.2951402,,0.148547033,
4,,1.9,,3.23,,-213.2947914,,0.158038097,
4,,2,,3.23,,-213.2944184,,0.168189037,
4,,2.1,,3.23,,-213.2940041,,0.179461632,
4,,2.2,,3.23,,-213.2935606,,0.191529616,
4,,2.3,,3.24,,-213.2931027,,0.203991076,
4,,2.4,,3.24,,-213.2926437,,0.216480565,
4,,2.5,,3.24,,-213.2921841,,0.22898638,
4,,2.6,,3.24,,-213.2917328,,0.24126879,
4,,2.7,,3.24,,-213.2912983,,0.25309051,
4,,2.8,,3.25,,-213.2909019,,0.26387847,
4,,2.9,,3.25,,-213.2905331,,0.273912674,
4,,3,,3.26,,-213.2901947,,0.283121011,
4,,3.1,,3.26,,-213.2899223,,0.290532852,
4,,3.2,,3.25,,-213.2897114,,0.296271465,
4,,3.3,,3.25,,-213.2895539,,0.300558349,
4,,3.4,,3.25,,-213.28946,,0.303114315,
4,,3.5,,3.26,,-213.2894299,,0.303932834,
4,,3.6,,3.26,,-213.2894597,,0.303122479,
4,,3.7,,3.25,,-213.289539,,0.300963526,
4,,3.8,,3.26,,-213.2896723,,0.297337879,
4,,3.9,,3.25,,-213.2898331,,0.292959837,
4,,4,,3.25,,-213.2900293,,0.287622321,
4,,4.1,,3.25,,-213.2902478,,0.281676358,
4,,4.2,,3.25,,-213.2904813,,0.275322224,
4,,4.3,,3.26,,-213.2907322,,0.268494884,
4,,4.4,,3.26,,-213.2909714,,0.261985917,
4,,4.5,,3.25,,-213.291188,,0.256091383,
4,,4.6,,3.26,,-213.2913991,,0.250349234,
4,,4.7,,3.26,,-213.2915586,,0.246009016,
4,,4.8,,3.26,,-213.2916585,,0.243289508,
4,,4.9,,3.26,,-213.2916794,,0.24272079,
4,,5,,3.27,,-213.2915894,,0.245170904,
4,,5.1,,3.26,,-213.2914105,,0.250039024,
4,,5.2,,3.28,,-213.2910925,,0.258691977,
4,,5.3,,3.27,,-213.2906772,,0.269992599,
4,,5.4,,3.28,,-213.2901548,,0.284208379,
4,,5.5,,3.29,,-213.2895441,,0.300823932,
4,,5.6,,3.3,,-213.2888669,,0.319252308,
4,,5.7,,3.31,,-213.2881688,,0.338249131,
4,,5.8,,3.33,,-213.2874665,,0.357358609,
4,,5.9,,3.32,,-213.2868053,,0.375351058,
4,,6,,3.34,,-213.2862282,,0.391055846,
4,,6.1,,3.35,,-213.2857222,,0.404824542,
4,,6.2,,3.36,,-213.2853186,,0.415806791,
4,,6.3,,3.35,,-213.2850526,,0.423044751,
4,,6.4,,3.35,,-213.2849041,,0.42708646,
4,,6.5,,3.35,,-213.2848935,,0.427375173,
4,,6.6,,3.35,,-213.2850209,,0.423908169,
4,,6.7,,3.36,,-213.2852701,,0.41712736,
4,,6.8,,3.35,,-213.2856514,,0.406751109,
4,,6.9,,3.34,,-213.2861339,,0.39362052,
4,,7,,3.34,,-213.2866921,,0.378431389,
4,,7.1,,3.32,,-213.2873341,,0.360961126,
4,,7.2,,3.31,,-213.2879991,,0.342867177,
4,,7.3,,3.31,,-213.2886716,,0.324567239,
4,,7.4,,3.3,,-213.2893184,,0.306966089,
4,,7.5,,3.29,,-213.2899138,,0.290764694,
4,,7.6,,3.28,,-213.2904166,,0.277084162,
4,,7.7,,3.27,,-213.290812,,0.266324775,
4,,7.8,,3.27,,-213.2911044,,0.258368433,
4,,7.9,,3.27,,-213.2912789,,0.253619772,
4,,8,,3.26,,-213.2913523,,0.251622455,
4.1,,0,,3.33,,-213.2819614,,0.507161447,
4.1,,0.1,,3.31,,-213.2832315,,0.472600248,
4.1,,0.2,,3.29,,-213.284549,,0.436750045,
4.1,,0.3,,3.28,,-213.2858831,,0.400445411,
4.1,,0.4,,3.26,,-213.2871932,,0.364797117,
4.1,,0.5,,3.25,,-213.2884795,,0.32979346,
4.1,,0.6,,3.24,,-213.2897028,,0.296507387,
4.1,,0.7,,3.24,,-213.2908471,,0.265367478,
4.1,,0.8,,3.23,,-213.2918902,,0.236984899,
4.1,,0.9,,3.21,,-213.2928014,,0.212189055,
4.1,,1,,3.22,,-213.2936061,,0.190292858,
4.1,,1.1,,3.2,,-213.2942501,,0.172768444,
4.1,,1.2,,3.21,,-213.2947644,,0.158773621,
4.1,,1.3,,3.21,,-213.2951115,,0.149328544,
4.1,,1.4,,3.2,,-213.29531,,0.14392817,
4.1,,1.5,,3.2,,-213.2953682,,0.142342833,
4.1,,1.6,,3.21,,-213.2953164,,0.143754017,
4.1,,1.7,,3.21,,-213.2951467,,0.148371519,
4.1,,1.8,,3.21,,-213.2948834,,0.155536009,
4.1,,1.9,,3.23,,-213.2945561,,0.164441756,
4.1,,2,,3.23,,-213.2941874,,0.174475143,
4.1,,2.1,,3.23,,-213.2937741,,0.185720798,
4.1,,2.2,,3.24,,-213.2933276,,0.197869872,
4.1,,2.3,,3.24,,-213.2928801,,0.210046974,
4.1,,2.4,,3.24,,-213.2924269,,0.222380541,
4.1,,2.5,,3.25,,-213.2919755,,0.234662406,
4.1,,2.6,,3.25,,-213.2915528,,0.246165753,
4.1,,2.7,,3.25,,-213.2911546,,0.257001877,
4.1,,2.8,,3.24,,-213.2907738,,0.267363706,
4.1,,2.9,,3.25,,-213.2904651,,0.275764137,
4.1,,3,,3.26,,-213.2901753,,0.283649729,
4.1,,3.1,,3.25,,-213.2899604,,0.289495826,
4.1,,3.2,,3.25,,-213.2897872,,0.294209657,
4.1,,3.3,,3.26,,-213.2896602,,0.297665505,
4.1,,3.4,,3.26,,-213.2895942,,0.299462545,
4.1,,3.5,,3.26,,-213.2895769,,0.299932758,
4.1,,3.6,,3.25,,-213.2896068,,0.299118321,
4.1,,3.7,,3.26,,-213.2896668,,0.297485093,
4.1,,3.8,,3.26,,-213.2897612,,0.294917697,
4.1,,3.9,,3.26,,-213.2898803,,0.291677092,
4.1,,4,,3.25,,-213.2900093,,0.288167365,
4.1,,4.1,,3.25,,-213.290159,,0.284091914,
4.1,,4.2,,3.25,,-213.290321,,0.279684756,
4.1,,4.3,,3.26,,-213.2905134,,0.274450099,
4.1,,4.4,,3.26,,-213.2906913,,0.269609463,
4.1,,4.5,,3.27,,-213.2908545,,0.265166385,
4.1,,4.6,,3.26,,-213.2910252,,0.26052276,
4.1,,4.7,,3.26,,-213.2911566,,0.256946638,
4.1,,4.8,,3.26,,-213.2912421,,0.254619247,
4.1,,4.9,,3.26,,-213.2912618,,0.254084543,
4.1,,5,,3.27,,-213.2912033,,0.255675049,
4.1,,5.1,,3.28,,-213.2910323,,0.260327926,
4.1,,5.2,,3.27,,-213.290767,,0.267548471,
4.1,,5.3,,3.29,,-213.2903821,,0.278021323,
4.1,,5.4,,3.28,,-213.289895,,0.291276268,
4.1,,5.5,,3.29,,-213.2893306,,0.306634654,
4.1,,5.6,,3.3,,-213.2886953,,0.323922601,
4.1,,5.7,,3.31,,-213.2880344,,0.341907159,
4.1,,5.8,,3.33,,-213.2873726,,0.359915936,
4.1,,5.9,,3.34,,-213.2867358,,0.377243883,
4.1,,6,,3.33,,-213.2861667,,0.392729075,
4.1,,6.1,,3.35,,-213.2856923,,0.405638163,
4.1,,6.2,,3.36,,-213.2853053,,0.416169791,
4.1,,6.3,,3.35,,-213.285051,,0.423089922,
4.1,,6.4,,3.35,,-213.2849158,,0.426767543,
4.1,,6.5,,3.35,,-213.284918,,0.426707406,
4.1,,6.6,,3.35,,-213.2850579,,0.422901619,
4.1,,6.7,,3.36,,-213.2853155,,0.415891691,
4.1,,6.8,,3.35,,-213.2857125,,0.405089309,
4.1,,6.9,,3.34,,-213.2862133,,0.391462112,
4.1,,7,,3.32,,-213.2867873,,0.375842768,
4.1,,7.1,,3.32,,-213.2874594,,0.357552082,
4.1,,7.2,,3.31,,-213.2881528,,0.338683969,
4.1,,7.3,,3.3,,-213.2888569,,0.319526055,
4.1,,7.4,,3.29,,-213.2895434,,0.300844612,
4.1,,7.5,,3.28,,-213.2901663,,0.283893543,
4.1,,7.6,,3.28,,-213.2907075,,0.26916755,
4.1,,7.7,,3.27,,-213.2911464,,0.257224738,
4.1,,7.8,,3.27,,-213.2914613,,0.248656413,
4.1,,7.9,,3.27,,-213.2916522,,0.243460124,
4.1,,8,,3.26,,-213.2917543,,0.240682384,
4.2,,0,,3.34,,-213.2806585,,0.542615452,
4.2,,0.1,,3.32,,-213.2819667,,0.507017227,
4.2,,0.2,,3.3,,-213.2833193,,0.470211904,
4.2,,0.3,,3.29,,-213.2847253,,0.431951042,
4.2,,0.4,,3.29,,-213.2861032,,0.394457271,
4.2,,0.5,,3.26,,-213.2874544,,0.357687594,
4.2,,0.6,,3.26,,-213.2887576,,0.322227603,
4.2,,0.7,,3.25,,-213.2899699,,0.289239767,
4.2,,0.8,,3.24,,-213.2910849,,0.258898511,
4.2,,0.9,,3.22,,-213.2920769,,0.23190317,
4.2,,1,,3.22,,-213.292951,,0.20811959,
4.2,,1.1,,3.22,,-213.2936659,,0.18866616,
4.2,,1.2,,3.22,,-213.2942221,,0.173530091,
4.2,,1.3,,3.2,,-213.2946271,,0.162510563,
4.2,,1.4,,3.2,,-213.2948823,,0.155564308,
4.2,,1.5,,3.21,,-213.295007,,0.152170775,
4.2,,1.6,,3.21,,-213.2949865,,0.152731057,
4.2,,1.7,,3.21,,-213.2948497,,0.156452761,
4.2,,1.8,,3.21,,-213.294613,,0.162893971,
4.2,,1.9,,3.23,,-213.2943151,,0.170999703,
4.2,,2,,3.23,,-213.2939603,,0.180653491,
4.2,,2.1,,3.24,,-213.293544,,0.191981869,
4.2,,2.2,,3.24,,-213.2931226,,0.203448481,
4.2,,2.3,,3.23,,-213.2926692,,0.215786946,
4.2,,2.4,,3.25,,-213.2922304,,0.227726492,
4.2,,2.5,,3.25,,-213.2918076,,0.239232288,
4.2,,2.6,,3.25,,-213.2914055,,0.250174809,
4.2,,2.7,,3.25,,-213.2910346,,0.260267245,
4.2,,2.8,,3.25,,-213.2907034,,0.269278844,
4.2,,2.9,,3.26,,-213.2904036,,0.277436822,
4.2,,3,,3.25,,-213.2901825,,0.283454351,
4.2,,3.1,,3.26,,-213.2899847,,0.288836494,
4.2,,3.2,,3.26,,-213.2898492,,0.292522006,
4.2,,3.3,,3.26,,-213.2897599,,0.294952528,
4.2,,3.4,,3.26,,-213.2897119,,0.296258403,
4.2,,3.5,,3.25,,-213.2897102,,0.296305207,
4.2,,3.6,,3.25,,-213.2897232,,0.295950914,
4.2,,3.7,,3.26,,-213.2897517,,0.295177022,
4.2,,3.8,,3.25,,-213.2898042,,0.293748151,
4.2,,3.9,,3.26,,-213.2898689,,0.291985669,
4.2,,4,,3.26,,-213.2899429,,0.28997393,
4.2,,4.1,,3.27,,-213.2900103,,0.288140426,
4.2,,4.2,,3.26,,-213.290119,,0.285181186,
4.2,,4.3,,3.26,,-213.2902228,,0.282357459,
4.2,,4.4,,3.27,,-213.2903405,,0.279154406,
4.2,,4.5,,3.27,,-213.290466,,0.275738014,
4.2,,4.6,,3.26,,-213.2905774,,0.272707753,
4.2,,4.7,,3.28,,-213.2906875,,0.269711233,
4.2,,4.8,,3.28,,-213.2907726,,0.267396904,
4.2,,4.9,,3.28,,-213.2908103,,0.266371306,
4.2,,5,,3.27,,-213.2907802,,0.267190369,
4.2,,5.1,,3.28,,-213.2906652,,0.27031832,
4.2,,5.2,,3.28,,-213.2904476,,0.276238432,
4.2,,5.3,,3.29,,-213.2901242,,0.285039687,
4.2,,5.4,,3.3,,-213.2896877,,0.296918824,
4.2,,5.5,,3.29,,-213.2891775,,0.31080208,
4.2,,5.6,,3.3,,-213.2886033,,0.326425505,
4.2,,5.7,,3.32,,-213.288002,,0.342788537,
4.2,,5.8,,3.33,,-213.2873857,,0.359557562,
4.2,,5.9,,3.33,,-213.286801,,0.3754697,
4.2,,6,,3.33,,-213.2862518,,0.390414201,
4.2,,6.1,,3.35,,-213.285802,,0.402651712,
4.2,,6.2,,3.36,,-213.2854341,,0.412664963,
4.2,,6.3,,3.36,,-213.2851998,,0.419039233,
4.2,,6.4,,3.35,,-213.2850847,,0.422172898,
4.2,,6.5,,3.35,,-213.2850985,,0.421794932,
4.2,,6.6,,3.35,,-213.2852461,,0.417780706,
4.2,,6.7,,3.34,,-213.2855116,,0.410556351,
4.2,,6.8,,3.35,,-213.2859054,,0.399839414,
4.2,,6.9,,3.33,,-213.2864224,,0.385771936,
4.2,,7,,3.33,,-213.287019,,0.369535438,
4.2,,7.1,,3.31,,-213.287675,,0.351685848,
4.2,,7.2,,3.31,,-213.2883879,,0.332286569,
4.2,,7.3,,3.3,,-213.2891058,,0.312751233,
4.2,,7.4,,3.29,,-213.289809,,0.293615904,
4.2,,7.5,,3.28,,-213.2904517,,0.276129314,
4.2,,7.6,,3.27,,-213.291011,,0.260909706,
4.2,,7.7,,3.26,,-213.2914654,,0.248544846,
4.2,,7.8,,3.26,,-213.2918011,,0.23940889,
4.2,,7.9,,3.26,,-213.2920046,,0.233872187,
4.2,,8,,3.25,,-213.2920901,,0.231545068,
4.3,,0,,3.35,,-213.2795721,,0.572177373,
4.3,,0.1,,3.33,,-213.2808971,,0.536122268,
4.3,,0.2,,3.33,,-213.2822917,,0.498174066,
4.3,,0.3,,3.31,,-213.28372,,0.459306663,
4.3,,0.4,,3.3,,-213.2851384,,0.420710829,
4.3,,0.5,,3.28,,-213.2865461,,0.382404525,
4.3,,0.6,,3.27,,-213.2878849,,0.345974175,
4.3,,0.7,,3.26,,-213.2891505,,0.311535972,
4.3,,0.8,,3.24,,-213.2903193,,0.279731015,
4.3,,0.9,,3.24,,-213.2913688,,0.251172107,
4.3,,1,,3.23,,-213.2922907,,0.226085101,
4.3,,1.1,,3.23,,-213.2930511,,0.205394913,
4.3,,1.2,,3.21,,-213.2936768,,0.188368195,
4.3,,1.3,,3.21,,-213.2941418,,0.175714894,
4.3,,1.4,,3.21,,-213.2944482,,0.167376505,
4.3,,1.5,,3.22,,-213.2945992,,0.163267856,
4.3,,1.6,,3.22,,-213.2946278,,0.162491787,
4.3,,1.7,,3.22,,-213.2945391,,0.164903533,
4.3,,1.8,,3.23,,-213.2943316,,0.170551531,
4.3,,1.9,,3.23,,-213.2940677,,0.177732892,
4.3,,2,,3.23,,-213.2937352,,0.186778777,
4.3,,2.1,,3.24,,-213.2933397,,0.19754143,
4.3,,2.2,,3.23,,-213.2929309,,0.208665723,
4.3,,2.3,,3.23,,-213.292493,,0.220581051,
4.3,,2.4,,3.24,,-213.2920811,,0.231789698,
4.3,,2.5,,3.24,,-213.2916662,,0.24307862,
4.3,,2.6,,3.24,,-213.291278,,0.253643446,
4.3,,2.7,,3.24,,-213.2909278,,0.263173422,
4.3,,2.8,,3.24,,-213.290624,,0.271438613,
4.3,,2.9,,3.25,,-213.2903898,,0.277811251,
4.3,,3,,3.26,,-213.2901746,,0.283669321,
4.3,,3.1,,3.26,,-213.2900236,,0.287777154,
4.3,,3.2,,3.25,,-213.2899344,,0.290203594,
4.3,,3.3,,3.25,,-213.2898673,,0.292029479,
4.3,,3.4,,3.25,,-213.28983,,0.293044737,
4.3,,3.5,,3.25,,-213.2898134,,0.293497807,
4.3,,3.6,,3.26,,-213.2897963,,0.293961217,
4.3,,3.7,,3.26,,-213.2898016,,0.293819173,
4.3,,3.8,,3.25,,-213.2898077,,0.293652367,
4.3,,3.9,,3.26,,-213.2898141,,0.293477942,
4.3,,4,,3.26,,-213.2898199,,0.293321205,
4.3,,4.1,,3.26,,-213.2898289,,0.293076302,
4.3,,4.2,,3.26,,-213.2898462,,0.292604728,
4.3,,4.3,,3.26,,-213.2898774,,0.291756549,
4.3,,4.4,,3.27,,-213.2899496,,0.289790525,
4.3,,4.5,,3.27,,-213.2900248,,0.287745589,
4.3,,4.6,,3.28,,-213.2901195,,0.285167581,
4.3,,4.7,,3.28,,-213.2902162,,0.282535422,
